FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Mesut,Ozil,MID,ARS,6700000,0,0,0,0,0,0,54351,0,0,0,0,0,0,0,0,60,-3,0,0,3,0,0,0,0,0,0,0,0,0.5,3441,0,-1,0,0,0,0,0,0,0,Man City,Leicester,Burnley,Tottenham,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cole,Palmer,MID,MCI,4400000,0,0,0,0,0,0,1605,0,0,0,0,0,0,0,0,32,-1,0,0,1,0,0,0,0,0,0,0,0,0,1643,0,-1,0,0,0,38,0,0,0,Arsenal,West Ham,Wolverhampton,Man Utd,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomas,Partey,MID,ARS,4900000,0,21,0.875,1.78571428571429E-07,4.28571428571429E-06,0,109625,3,8,0,0,0,0,0,4.3,432,-1,0,21,1,0.2,0,1.2,0,0,3,0,1,0.3,114822,0,-1,0,0,678,14,0,0,127,Man City,Leicester,Burnley,Tottenham,West Ham,0,0,0,0,0,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,27.3
,Patricio,GLK,WOL,5300000,11,90,3.6,6.79245283018868E-07,1.69811320754717E-05,0,538181,1,32,0,58,0,0,0,17,2261,-2,0,90,2,1.1,0,5.7,9,0,7,0,0,4.4,378863,0,-1,1,0,2250,5225,0,0,410,Leeds United F.C.,Newcastle,Man City,Aston Villa,Liverpool,3.4,7.3,4.1,4.7,0,4.6,4,4.1,3.8,4,3.9,3.4,3.5,4.2,45.6
Bailey,Peacock-Farrell,GLK,BUR,4000000,0,0,0,0,0,0,88890,0,5,0,1,0,0,0,0,1398,0,0,0,0,0,0,0,0,0,0,0,0,1.2,82879,0,-1,0,0,90,217,0,0,9,West Brom,Tottenham,Leicester,Arsenal,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6
Facundo,Pellistri,MID,MUN,5200000,0,0,0,0,0,0,1220,0,0,0,0,0,0,0,0,0,-3,0,0,3,0,0,0,0,0,0,0,0,0,1125,0,-1,0,0,0,0,0,0,0,Newcastle,Chelsea,Crystal Palace,Man City,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lee,Peltier,DEF,WBA,4000000,0,2,0.0833333333333333,2.08333333333333E-08,5E-07,0,7753,1,8,0,0,0,0,0,0.5,122,0,0,2,0,0.1,0,0.3,0,0,0,0,0,0.1,9057,0,-1,0,0,228,103,0,0,25,Burnley,Brighton,Everton,Newcastle,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7
Nicolas,Pepe,MID,ARS,7600000,2,43,1.79166666666667,2.35745614035088E-07,5.6578947368421E-06,0,167243,1,15,0,0,0,4,0,5.7,1419,-4,0,43,4,0.4,0,3.3,1,0,1,0,0,0.7,57050,0,-1,0,0,877,546,0,1,139,Man City,Leicester,Burnley,Tottenham,West Ham,0.9,1,1.4,0.9,1,0.9,1.7,1,0.9,1.1,1.2,1,0.9,1,63.5
,Pereira,DEF,LEI,5900000,2,17,0.708333333333333,1.20056497175141E-07,2.88135593220339E-06,0,25813,0,4,0,0,0,0,0,2.9,2233,-1,0,17,1,0.5,0,2.7,0,0,2,0,0,0.7,66910,0,-1,0,0,411,15675,0,0,78,Aston Villa,Arsenal,Burnley,Brighton,Sheffield United,0.4,0.8,0.4,0.4,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,19.6
Andreas,Pereira,MID,MUN,4800000,0,0,0,0,0,0,5527,0,0,0,0,0,0,0,0,5,-2,0,0,2,0,0,0,0,0,0,0,0,0,967,0,-1,0,0,0,0,0,0,0,Newcastle,Chelsea,Crystal Palace,Man City,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matheus,Pereira,MID,WBA,5400000,3,80,3.8,7.03703703703704E-07,1.48148148148148E-05,0,520779,2,40,0,0,0,5,0,14.8,5455,-6,1,80,6,0.7,0,3.7,8,0,3,0,4,1.5,416855,0,-1,0,2,1552,11785,-1,1,296,Burnley,Brighton,Everton,Newcastle,Crystal Palace,4.3,6.7,3.9,3,0,3.4,3.8,3.4,3.1,3.8,3.4,2.8,3.3,3.7,119.3
Ayoze,Perez,MID,LEI,6000000,0,37,1.54166666666667,2.56944444444444E-07,6.16666666666667E-06,0,240885,1,11,0,0,0,1,0,6.2,849,-5,0,37,5,0.3,0,1.8,2,0,4,0,0,0.6,51700,0,-1,0,0,878,24,0,0,91,Aston Villa,Arsenal,Burnley,Brighton,Sheffield United,0,0,1,1.3,0,0.8,0.8,0.9,0.8,0.8,0.8,0.8,0.8,0.8,70.5
Taylor,Perry,MID,WOL,4500000,0,0,0,0,0,0,649,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,805,0,-1,0,0,0,34,0,0,0,Leeds United F.C.,Newcastle,Man City,Aston Villa,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kalvin,Phillips,MID,LEE,4900000,0,44,2.4,4.89795918367347E-07,8.97959183673469E-06,0,330603,5,27,0,0,0,0,0,9,764,-1,0,44,1,0.3,0,1.3,2,0,6,0,2,0.9,194200,0,-1,0,0,1572,29,0,0,274,Wolverhampton,Southampton,Aston Villa,West Ham,Chelsea,0,0,0,1.6,2.1,2.7,1.2,1.2,1.2,2,1.4,2.3,1.7,1.9,78.6
Matt,Phillips,MID,WBA,5100000,1,37,1.54166666666667,3.02287581699346E-07,7.25490196078431E-06,0,11305,1,22,0,0,0,1,0,7.3,71,-4,0,37,4,0.5,0,2.3,3,0,0,0,1,0,4826,0,-1,0,0,807,50,0,0,120,Burnley,Brighton,Everton,Newcastle,Crystal Palace,1.1,1.6,0.9,0.8,0,0.8,0.9,0.8,0.8,0.9,0.8,0.8,0.8,0.9,49.2
Nathaniel,Phillips,DEF,LIV,4000000,2,15,0.625,1.5625E-07,3.75E-06,0,121167,2,6,0,0,0,0,0,3.8,1441,0,0,15,0,0.2,0,1,0,0,1,0,0,0.6,157850,0,-1,0,0,555,3653,0,0,92,Everton,Sheffield United,Chelsea,Fulham,Wolverhampton,0.3,0.6,0.3,0.3,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,14.4
Jordan,Pickford,GLK,EVE,4800000,11,63,3.3,6.875E-07,1.3125E-05,0,777581,1,25,0,57,0,0,0,13.1,1857,-2,0,63,2,0.5,0,2.4,6,0,4,0,0,4.7,577752,0,-1,0,1,1710,15513,0,0,328,Liverpool,Southampton,West Brom,Chelsea,Burnley,4.3,6.8,3.1,2.6,0,3.3,3.8,2.7,4.3,3.2,4.2,3,3.9,4.5,44.4
Brandon,Pierrick,MID,CRY,4300000,0,0,0,0,0,0,15053,0,0,0,0,0,0,0,0,87,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,10842,0,-1,0,0,0,0,0,0,0,Brighton,Fulham,Man Utd,Tottenham,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erik,Pieters,DEF,BUR,4300000,0,43,1.79166666666667,4.16666666666667E-07,1E-05,0,150144,0,15,0,0,0,0,0,10,8555,-2,0,43,2,0.7,0,2.9,5,0,3,0,2,0.9,131019,1,-1,0,0,1021,61,0,0,177,West Brom,Tottenham,Leicester,Arsenal,Everton,0,0,0,1.3,0,1,1.1,1.5,1.6,1.5,1.5,1,1.6,1.2,26.4
,Podence,MID,WOL,5300000,0,64,2.66666666666667,5.0314465408805E-07,1.20754716981132E-05,0,1025144,2,17,0,0,0,3,0,12.1,1951,-2,0,64,2,0.2,0,1.2,5,0,6,0,2,1,1020016,0,-1,0,0,1316,16,0,0,222,Leeds United F.C.,Newcastle,Man City,Aston Villa,Liverpool,0,0,0,0,0,2,2.1,3.4,2.6,2.3,2.2,1.6,2.3,1.6,88.2
Paul,Pogba,MID,MUN,7600000,0,65,3.4,4.47368421052632E-07,8.55263157894737E-06,0,434918,3,17,0,0,0,3,0,8.6,3860,-4,0,65,4,0.1,0,0.8,9,0,5,0,2,1.3,360767,0,-1,0,1,1345,72,0,0,251,Newcastle,Chelsea,Crystal Palace,Man City,West Ham,0,0,0,0,0,2.8,2.8,3.4,3.3,2.2,2.7,2.2,2.9,2.9,77.6
Nick,Pope,GLK,BUR,5600000,8,120,5,8.92857142857143E-07,2.14285714285714E-05,0,951134,0,25,0,92,0,0,0,21.4,31942,1,0,120,-1,0.7,0,4,20,0,9,0,0,15.5,976049,0,-1,0,2,2160,8767,0,0,511,West Brom,Tottenham,Leicester,Arsenal,Everton,6.6,11.8,6.5,6,0,5.1,5.5,6.8,6.4,6.6,6.8,5.2,6.6,5.7,69.1
Ian Carlo,Poveda-Ocampo,MID,LEE,4200000,0,10,0.434782608695652,1.0351966873706E-07,2.38095238095238E-06,0,71979,0,4,0,0,0,0,0,2.4,582,-3,0,10,3,0,0,0,0,0,0,0,0,0.3,63878,0,-1,0,0,245,483,0,0,29,Wolverhampton,Southampton,Aston Villa,West Ham,Chelsea,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,17.7
Dennis,Praet,MID,LEI,5200000,0,35,1.45833333333333,2.80448717948718E-07,6.73076923076923E-06,0,88512,0,8,0,0,0,1,0,6.7,88,-3,0,35,3,0,0,0,1,0,3,0,2,0.2,79485,0,-1,0,0,651,6,0,0,119,Aston Villa,Arsenal,Burnley,Brighton,Sheffield United,0,0,0,0,0,0,0,0.8,0.7,0.7,0.7,0.7,0.8,0.7,35.7
Davy,Propper,MID,BHA,4800000,0,7,0.291666666666667,6.07638888888889E-08,1.45833333333333E-06,0,6691,0,2,0,0,0,0,0,1.5,16,-2,0,7,2,0,0,0.2,0,0,0,0,0,0,1676,0,-1,0,0,195,12,0,0,28,Crystal Palace,West Brom,Leicester,Southampton,Newcastle,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,7.6
Christian,Pulisic,MID,CHE,8200000,0,38,1.58333333333333,1.93089430894309E-07,4.63414634146341E-06,0,1057434,2,13,0,0,0,1,0,4.6,3814,-3,0,38,3,0.1,0,0.8,0,0,4,0,2,1.7,453494,0,-1,0,0,956,118,0,0,120,Southampton,Man Utd,Liverpool,Everton,Leeds United F.C.,0.8,1.6,0.8,0.9,0,1.1,0.8,0.9,0.8,0.9,0.8,0.8,0.8,0.8,71.8
Kayne,Ramsay,DEF,SOU,4000000,0,-3,-0.130434782608696,-3.26086956521739E-08,-7.5E-07,0,5901,1,9,0,0,0,0,0,-0.8,172,0,0,-3,0,-0.1,0,-0.4,0,0,0,0,0,0.1,7815,0,-1,0,0,90,168,0,0,5,Chelsea,Leeds United F.C.,Everton,Sheffield United,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3
Aaron,Ramsdale,GLK,SHU,4600000,3,63,2.5,5.43478260869565E-07,1.3695652173913E-05,0,464835,1,41,0,84,0,0,0,13.7,1311,-4,0,63,4,0.6,0,2.7,2,0,1,0,0,1.8,102770,0,-1,0,0,2250,479,0,0,390,Fulham,Liverpool,Aston Villa,Southampton,Leicester,2.4,5.4,2.2,2.3,0,1.9,2.7,2.5,2.2,1.9,2.6,2,1.7,2.1,58
Jacob,Ramsey,MID,AVL,4500000,1,11,0.5,1.11111111111111E-07,2.44444444444444E-06,0,11385,0,2,0,0,0,0,0,2.4,141,0,0,11,0,0.1,0,0.3,0,0,1,0,0,0.1,13278,0,-1,0,0,173,152,0,0,26,Leicester,Leeds United F.C.,Sheffield United,Wolverhampton,Newcastle,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,6.9
Darren,Randolph,GLK,WHU,4300000,0,6,0.25,5.81395348837209E-08,1.3953488372093E-06,0,26378,0,0,0,2,0,0,0,1.4,222,-2,0,6,2,0,0,0,0,0,1,0,0,0.2,21586,0,-1,0,0,90,77,0,0,23,Tottenham,Man City,Leeds United F.C.,Man Utd,Arsenal,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.4
,Raphinha,MID,LEE,5400000,4,84,4.4,8.14814814814815E-07,1.55555555555556E-05,0,272538,2,27,0,0,0,4,0,15.6,63901,-1,0,84,1,1.1,0,6,8,0,5,0,6,9.7,1031873,0,-1,0,2,1436,19520,0,0,307,Wolverhampton,Southampton,Aston Villa,West Ham,Chelsea,8.9,3.4,4.3,4.3,5.1,5.9,3.2,3.4,3.2,5,3.7,5.5,4.3,4.8,156
Marcus,Rashford,MID,MUN,9600000,12,126,5,5.20833333333333E-07,1.3125E-05,0,1860559,3,29,0,0,0,9,0,13.1,26171,1,0,126,-1,0.6,0,5.5,6,0,7,0,8,12,2356762,0,-1,0,3,2033,35828,0,0,393,Newcastle,Chelsea,Crystal Palace,Man City,West Ham,5.6,10.1,3.9,4.8,0,5.1,5.1,5.9,5.8,4.2,4.9,4,5.2,5.3,181.2
Tim,Ream,DEF,FUL,4200000,0,7,0.291666666666667,6.94444444444445E-08,1.66666666666667E-06,0,17232,0,10,0,0,0,0,0,1.7,73,-3,0,7,3,0,0,0,0,0,0,0,0,0.1,8029,0,-1,0,0,450,29,0,0,78,Sheffield United,Crystal Palace,Tottenham,Liverpool,Man City,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,8.8
Nathan,Redmond,MID,SOU,6400000,5,31,1.34782608695652,2.10597826086957E-07,4.84375E-06,0,72961,0,16,0,0,0,1,0,4.8,359,-1,0,31,1,0.3,0,1.9,0,0,1,0,1,0.2,25229,0,-1,0,0,799,248,0,0,112,Chelsea,Leeds United F.C.,Everton,Sheffield United,Man City,1.4,0.7,1.6,0.7,0,0.9,0.7,0.7,0,0.7,0.7,0.7,0.7,0.7,47.9
Harrison,Reed,MID,FUL,4400000,3,49,2.3,5.22727272727273E-07,1.11363636363636E-05,0,140112,4,21,0,0,0,0,0,11.1,979,-1,0,49,1,0.7,0,3,0,0,6,0,3,0.5,95456,0,-1,0,0,1516,2370,0,0,276,Sheffield United,Crystal Palace,Tottenham,Liverpool,Man City,2.5,2.7,1.3,1.2,1.4,1.4,1.7,1.6,0,1.6,1.9,1.5,1.4,1.7,61.8
Sergio,Reguilon,DEF,TOT,5500000,0,53,3.8,6.90909090909091E-07,9.63636363636364E-06,0,768149,3,13,0,0,0,0,0,9.6,3188,0,0,53,0,0,0,0,3,0,5,0,3,2.4,868069,0,-1,0,0,1135,9119,0,0,230,West Ham,Burnley,Fulham,Crystal Palace,Arsenal,4.7,8.5,4.5,4.9,4.7,3.6,4.3,4.1,0,4.2,3.9,5.2,4.5,4.6,52.7
,Rhys Williams,DEF,LIV,4000000,0,3,0.125,3.125E-08,7.5E-07,0,46598,0,2,0,0,0,0,0,0.8,432,0,0,3,0,0,0,0,0,0,0,0,0,0.2,56503,0,-1,0,0,120,137,0,0,17,Everton,Sheffield United,Chelsea,Fulham,Wolverhampton,0.1,0.2,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4
Declan,Rice,MID,WHU,4700000,2,67,2.7,5.74468085106383E-07,1.42553191489362E-05,0,390646,2,29,0,0,0,1,0,14.3,2303,-3,0,67,3,0.7,0,3.3,2,0,9,0,1,2.1,199993,0,-1,0,0,2250,2428,0,0,407,Tottenham,Man City,Leeds United F.C.,Man Utd,Arsenal,1.8,1.4,1.9,1.7,1.9,1.9,1.6,2.2,2.1,2.6,1.9,2.2,2.5,2.3,93.4
Lewis,Richards,DEF,WOL,4000000,0,0,0,0,0,0,1473,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,2322,0,-1,0,0,0,68,0,0,0,Leeds United F.C.,Newcastle,Man City,Aston Villa,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewis,Richardson,FWD,BUR,4500000,0,0,0,0,0,0,13406,0,0,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0.1,16746,0,-1,0,0,0,344,0,0,0,West Brom,Tottenham,Leicester,Arsenal,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Richarlison,FWD,EVE,7900000,8,73,3.6,4.55696202531646E-07,9.24050632911392E-06,0,1330531,3,23,0,0,0,4,0,9.2,9096,-1,0,73,1,0.4,0,3.3,10,0,4,0,5,7.2,1144215,0,-1,0,0,1624,49833,0,1,244,Liverpool,Southampton,West Brom,Chelsea,Burnley,4.4,8,3.4,2.8,0,4.2,4.2,3,3.9,2.5,3.5,4,3.2,3,107.1
Jairo,Riedewald,MID,CRY,4400000,2,47,1.95833333333333,4.45075757575758E-07,1.06818181818182E-05,0,226164,0,20,0,0,0,2,0,10.7,1389,-1,0,47,1,0.7,0,3,4,0,2,0,0,0.8,260239,0,-1,0,1,1037,675,0,0,187,Brighton,Fulham,Man Utd,Tottenham,West Brom,1.2,2.4,1,1.6,0,1.4,1.4,1,1,1,1.7,1.1,1.2,1,39.2
Matt,Ritchie,MID,NEW,4900000,0,12,0.5,1.02040816326531E-07,2.44897959183673E-06,0,9943,1,7,0,0,0,0,0,2.4,34,-1,0,12,1,0,0,0,0,0,1,0,0,0,4342,1,-1,0,0,526,16,0,0,66,Man Utd,Wolverhampton,West Brom,Aston Villa,Brighton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,31.9
,Roberto,GLK,WHU,4500000,0,0,0,0,0,0,994,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,415,0,-1,0,0,0,0,0,0,0,Tottenham,Man City,Leeds United F.C.,Man Utd,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler,Roberts,MID,LEE,4600000,2,17,0.739130434782609,1.60680529300567E-07,3.69565217391304E-06,0,8919,0,9,0,0,0,0,0,3.7,72,-4,0,17,4,0.2,0,1.1,0,0,0,0,1,0.1,4906,0,-1,0,0,451,79,0,0,56,Wolverhampton,Southampton,Aston Villa,West Ham,Chelsea,0.8,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,23.3
Andrew,Robertson,DEF,LIV,7200000,1,96,3.8,5.27777777777778E-07,1.33333333333333E-05,0,2075477,1,34,0,0,0,1,0,13.3,43050,2,1,96,-2,0.2,0,1.3,11,0,6,0,5,16.1,2214552,0,-1,0,2,2244,6012,-1,0,520,Everton,Sheffield United,Chelsea,Fulham,Wolverhampton,3.1,7.5,4.3,4.8,0,4.9,4.5,3.8,3.7,4.6,3.9,4.6,3.9,4.6,149.5
Antonee,Robinson,DEF,FUL,4400000,6,46,2.4,5.45454545454545E-07,1.04545454545455E-05,0,28851,3,19,0,0,0,0,0,10.5,369,-1,0,46,1,0.5,0,2.1,1,0,5,0,0,0.2,32169,0,-1,0,0,1573,625,0,1,299,Sheffield United,Crystal Palace,Tottenham,Liverpool,Man City,2,3.8,2.6,3,1.6,2.5,2.7,2.6,0,1.8,1.8,1.7,2.5,1.7,83.6
Hal,Robson-Kanu,FWD,WBA,5200000,0,8,0.333333333333333,6.41025641025641E-08,1.53846153846154E-06,0,32978,1,6,0,0,0,0,0,1.5,126,-3,0,8,3,0,0,0.2,0,0,0,0,0,0.1,10036,0,-1,0,0,216,132,0,0,1,Burnley,Brighton,Everton,Newcastle,Crystal Palace,0.2,0.4,0.2,0.2,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,5.2
Marek,Rodak,GLK,FUL,4300000,0,1,0.0416666666666667,9.68992248062015E-09,2.32558139534884E-07,0,32359,0,3,0,2,0,0,0,0.2,150,-2,0,1,2,0,0,0,0,0,0,0,0,0.3,13278,0,-1,0,0,90,50,0,0,11,Sheffield United,Crystal Palace,Tottenham,Liverpool,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8
Joe,Rodon,DEF,TOT,5000000,0,14,0.608695652173913,1.21739130434783E-07,2.8E-06,0,3855,0,5,0,0,0,0,0,2.8,94,0,0,14,0,0.1,0,0.5,0,0,1,0,0,0,4513,0,-1,0,0,371,37,0,0,82,West Ham,Burnley,Fulham,Crystal Palace,Arsenal,0.3,0.6,0.3,0.3,0.3,0.3,0.3,0.3,0,0.3,0.3,0.3,0.3,0.3,7.7
,Rodrigo,FWD,LEE,5700000,0,55,3.1,5.43859649122807E-07,9.64912280701754E-06,0,791822,1,20,0,0,0,3,0,9.6,2514,-3,0,55,3,0.1,0,0.7,8,0,2,0,3,2,371346,0,-1,0,2,985,275,0,0,203,Wolverhampton,Southampton,Aston Villa,West Ham,Chelsea,0,0,0,2.4,3.3,3.5,2.2,3,2.5,3.2,2.6,2.9,2.9,3.1,95.2
,Rodrigo,MID,MCI,5300000,0,62,2.7,5.09433962264151E-07,1.16981132075472E-05,0,65401,3,15,0,0,0,1,0,11.7,833,-2,0,62,2,0.5,0,2.9,4,0,10,0,1,0.4,47177,0,-1,0,0,1902,804,0,0,359,Arsenal,West Ham,Wolverhampton,Man Utd,Southampton,1.8,4.6,4.1,2.1,0,1.7,2.1,1.6,0,1.5,2.3,2,2.1,2.1,99.8
Jay,Rodriguez,FWD,BUR,5800000,2,42,1.75,3.01724137931034E-07,7.24137931034483E-06,0,65029,3,18,0,0,0,1,0,7.2,3429,-2,0,42,2,0.6,0,3.3,2,0,4,0,3,0.6,49286,0,-1,0,1,1016,4491,0,0,105,West Brom,Tottenham,Leicester,Arsenal,Everton,1.4,2.2,1,1.4,0,1.1,1.5,1.2,1,0.9,1.3,1,1.3,1.4,44.5
James,Rodriguez,MID,EVE,7700000,6,77,4.3,5.58441558441558E-07,1E-05,0,3850816,3,24,0,0,0,5,0,10,9372,2,0,77,-2,0.5,0,3.6,7,0,2,0,4,9.7,3590756,0,-1,0,1,1343,27777,0,0,347,Liverpool,Southampton,West Brom,Chelsea,Burnley,3.9,9.4,4.6,4.4,0,3.8,5.1,3.2,4.6,3,4.4,5.4,4,3.3,115.8
Marcos,Rojo,DEF,MUN,4800000,0,0,0,0,0,0,4563,0,0,0,0,0,0,0,0,12,-2,0,0,2,0,0,0,0,0,0,0,0,0,1048,0,-1,0,0,0,0,0,0,0,Newcastle,Chelsea,Crystal Palace,Man City,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sergio,Romero,GLK,MUN,4900000,0,0,0,0,0,0,8102,0,0,0,0,0,0,0,0,10,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,509,0,-1,0,0,0,0,0,0,0,Newcastle,Chelsea,Crystal Palace,Man City,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danny,Rose,DEF,TOT,4700000,0,0,0,0,0,0,26697,0,0,0,0,0,0,0,0,27,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,3535,0,-1,0,0,0,0,0,0,0,West Ham,Burnley,Fulham,Crystal Palace,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John,Ruddy,GLK,WOL,4300000,0,0,0,0,0,0,15941,0,0,0,0,0,0,0,0,110,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,5190,0,-1,0,0,0,44,0,0,0,Leeds United F.C.,Newcastle,Man City,Aston Villa,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antonio,Rudiger,DEF,CHE,4600000,2,46,1.91666666666667,4.16666666666667E-07,1E-05,0,194566,0,5,0,0,0,0,0,10,9404,-4,0,46,4,1,0,4.8,5,0,6,0,0,3.6,311327,1,-1,0,0,900,12146,0,0,224,Southampton,Man Utd,Liverpool,Everton,Leeds United F.C.,1,3.3,1,1.2,0,1.7,1.3,1.4,1.6,1.6,1.9,1.8,1.4,1.6,32.9
Runar Alex,Runarsson,GLK,ARS,4400000,0,1,0.0416666666666667,9.46969696969697E-09,2.27272727272727E-07,0,4088,0,0,0,2,0,0,0,0.2,165,-1,0,1,1,0,0,0.2,0,0,0,0,0,0.1,4796,0,-1,0,0,15,54,0,0,8,Man City,Leicester,Burnley,Tottenham,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7
Mathew,Ryan,GLK,ARS,4200000,0,29,1.20833333333333,2.87698412698413E-07,6.9047619047619E-06,0,1224131,1,20,0,23,0,0,0,6.9,6129,-3,0,29,3,0.2,0,0.7,0,0,2,0,0,6.6,488033,0,-1,0,0,1080,1725,0,0,183,Man City,Leicester,Burnley,Tottenham,West Ham,1.1,0.8,0.6,0.6,0.8,0.8,0.6,0.7,0.6,0.6,0.8,0.6,0.6,0.6,17.8
Allan,Saint-Maximin,MID,NEW,5100000,7,49,2.04166666666667,4.00326797385621E-07,9.6078431372549E-06,0,1604735,0,18,0,0,0,2,0,9.6,1300,-4,0,49,4,0.6,0,3.3,2,0,3,0,3,2.4,323131,0,-1,0,0,890,3459,0,0,155,Man Utd,Wolverhampton,West Brom,Aston Villa,Brighton,1,1.5,1.6,1.1,1.4,1.2,1.6,1.2,1,1.2,1.2,1,2.3,1.5,59.6
Romain,Saiss,DEF,WOL,4900000,6,71,4.4,8.97959183673469E-07,1.44897959183673E-05,0,2222824,1,22,0,0,0,3,0,14.5,2662,-1,0,71,1,0.2,0,1.2,9,0,5,0,0,5.2,2187678,0,-1,0,2,1417,6442,0,0,287,Leeds United F.C.,Newcastle,Man City,Aston Villa,Liverpool,4.6,9.4,5.4,6.1,0,6,5.4,5.5,5,5.4,5.2,4.6,4.7,5.6,62
Bukayo,Saka,MID,ARS,5300000,2,92,4.2,7.92452830188679E-07,1.73584905660377E-05,0,1289164,0,22,0,0,0,5,0,17.4,29530,-2,0,92,2,0.8,0,4,8,0,6,0,4,8.5,1406947,1,-1,0,2,1863,16183,0,0,329,Man City,Leicester,Burnley,Tottenham,West Ham,3.2,4,5,3.6,3.9,3.2,5.5,4.1,3.7,4.4,4.6,4,3.6,4,165.2
Mamadou,Sakho,DEF,CRY,4400000,0,4,0.166666666666667,3.78787878787879E-08,9.09090909090909E-07,0,29851,0,8,0,0,0,0,0,0.9,76,-1,0,4,1,0,0,0,0,0,0,0,0,0.1,26176,0,-1,0,0,275,11,0,0,33,Brighton,Fulham,Man Utd,Tottenham,West Brom,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.5
Mohamed,Salah,MID,LIV,12600000,2,164,6.8,5.3968253968254E-07,1.3015873015873E-05,0,4223768,0,33,0,0,0,17,0,13,79501,6,0,164,-6,0.5,0,5.8,16,0,5,0,4,42.4,4905620,0,-1,0,4,2011,21267,0,0,499,Everton,Sheffield United,Chelsea,Fulham,Wolverhampton,7.8,17.1,8.4,7.9,0,8.1,7.1,8.5,8.9,7.3,8.8,9.1,9.1,8.5,248.7
